Load
Number of Bus,Name of Bus,Area Name of Load,Zone Name of Load,ID,Status,MW,Mvar,MVA,S MW,S Mvar,Dist Status,Dist MW Input,Dist Mvar Input
210180,HARKER HEIGHTS 2 1,North Central,1,1,Closed,3.7600,0.75,3.83,3.76,0.75,Closed,0.00,0.00
110572,SWEENY 3 1,Coast,1,1,Closed,3.7600,0.68,3.82,3.76,0.68,Closed,0.00,0.00
190099,AMARILLO 22 1,North,1,1,Closed,3.7600,1.28,3.97,3.76,1.28,Closed,0.00,0.00
130235,DESOTO 19 1,North Central,1,1,Closed,3.7600,1.28,3.97,3.76,1.28,Closed,0.00,0.00
110278,CYPRESS 28 1,Coast,1,1,Closed,3.7600,0.45,3.79,3.76,0.45,Closed,0.00,0.00
170390,ROWLETT 14 1,North Central,1,1,Closed,3.7600,1.13,3.93,3.76,1.13,Closed,0.00,0.00
170371,GARLAND 46 1,North Central,1,1,Closed,3.7600,0.90,3.87,3.76,0.90,Closed,0.00,0.00
170363,GARLAND 41 1,North Central,1,1,Closed,3.7600,1.35,4.00,3.76,1.35,Closed,0.00,0.00
170124,CELINA 1 1,North Central,1,1,Closed,3.7600,0.45,3.79,3.76,0.45,Closed,0.00,0.00
170046,BELLS 1 1,North,1,1,Closed,3.7600,0.60,3.81,3.76,0.60,Closed,0.00,0.00
170006,THACKERVILLE 1 1,North,1,1,Closed,3.7600,1.13,3.93,3.76,1.13,Closed,0.00,0.00
160096,ORANGE GROVE 4 1,South,1,1,Closed,3.7600,0.60,3.81,3.76,0.60,Closed,0.00,0.00
260193,MIDLOTHIAN 4 1,North Central,1,1,Closed,3.7600,0.30,3.77,3.76,0.30,Closed,0.00,0.00
160005,SAN DIEGO 1 1,South,1,2,Closed,3.7600,0.90,3.87,3.76,0.90,Closed,0.00,0.00
110739,GUY 3 1,Coast,1,1,Closed,3.7600,1.28,3.97,3.76,1.28,Closed,0.00,0.00
250123,ARP 2 1,East,1,1,Closed,3.7600,0.53,3.80,3.76,0.53,Closed,0.00,0.00
250075,KERENS 1 1,East,1,1,Closed,3.7600,1.05,3.90,3.76,1.05,Closed,0.00,0.00
120164,COMFORT 6 1,South Central,1,1,Closed,3.7600,1.05,3.90,3.76,1.05,Closed,0.00,0.00
250030,CUMBY 3 1,East,1,1,Closed,3.7600,1.05,3.90,3.76,1.05,Closed,0.00,0.00
150083,BLUFF DALE 4 1,North Central,1,1,Closed,3.7600,1.35,4.00,3.76,1.35,Closed,0.00,0.00
270043,HALLETTSVILLE 2 1,South Central,1,1,Closed,3.7600,1.20,3.95,3.76,1.20,Closed,0.00,0.00
230109,NORTH ZULCH 3 1,East,1,1,Closed,3.6900,0.38,3.71,3.69,0.38,Closed,0.00,0.00
110205,CYPRESS 7 1,Coast,1,1,Closed,3.6900,0.60,3.74,3.69,0.60,Closed,0.00,0.00
120043,LEMING 2 1,South Central,1,1,Closed,3.6900,0.60,3.74,3.69,0.60,Closed,0.00,0.00
140111,SPICEWOOD 9 1,South Central,1,1,Closed,3.6900,0.90,3.80,3.69,0.90,Closed,0.00,0.00
140036,LINCOLN 1 1,South Central,1,1,Closed,3.6900,0.90,3.80,3.69,0.90,Closed,0.00,0.00
230177,FRANKLIN 4 1,East,1,1,Closed,3.6900,0.60,3.74,3.69,0.60,Closed,0.00,0.00
190071,WAYSIDE 2 1,North,1,1,Closed,3.6900,0.60,3.74,3.69,0.60,Closed,0.00,0.00
190042,MATADOR 1 1,North,1,1,Closed,3.6900,0.15,3.69,3.69,0.15,Closed,0.00,0.00
190026,WHEELER 1 1,North,1,2,Closed,3.6900,0.83,3.78,3.69,0.83,Closed,0.00,0.00
170476,COLBERT 2 1,North,1,1,Closed,3.6900,1.13,3.86,3.69,1.13,Closed,0.00,0.00
170365,GARLAND 43 1,North Central,1,1,Closed,3.6900,0.00,3.69,3.69,0.00,Closed,0.00,0.00
170364,GARLAND 42 1,North Central,1,1,Closed,3.6900,1.20,3.88,3.69,1.20,Closed,0.00,0.00
170362,GARLAND 40 1,North Central,1,1,Closed,3.6900,1.28,3.91,3.69,1.28,Closed,0.00,0.00
170232,MELISSA 2 1,North Central,1,1,Closed,3.6900,0.68,3.75,3.69,0.68,Closed,0.00,0.00
170038,RAVENNA 1 1,North,1,1,Closed,3.6900,0.83,3.78,3.69,0.83,Closed,0.00,0.00
160051,GREGORY 1 1,South,1,1,Closed,3.6900,0.53,3.73,3.69,0.53,Closed,0.00,0.00
260005,PENELOPE 1 1,North Central,1,1,Closed,3.6900,1.28,3.91,3.69,1.28,Closed,0.00,0.00
250312,GARRISON 5 1,East,1,1,Closed,3.6900,0.83,3.78,3.69,0.83,Closed,0.00,0.00
250112,KIRVIN 3 1,East,1,1,Closed,3.6900,0.75,3.77,3.69,0.75,Closed,0.00,0.00
110219,KATY 25 1,Coast,1,1,Closed,3.6900,1.13,3.86,3.69,1.13,Closed,0.00,0.00
250020,GRAND SALINE 1 1,East,1,1,Closed,3.6900,1.05,3.84,3.69,1.05,Closed,0.00,0.00
150066,WEATHERFORD 1 1,North Central,1,1,Closed,3.6900,1.35,3.93,3.69,1.35,Closed,0.00,0.00
150062,MINERAL WELLS 1 1,North Central,1,1,Closed,3.6900,1.20,3.88,3.69,1.20,Closed,0.00,0.00
120095,HARPER 3 1,West,1,1,Closed,3.6900,1.35,3.93,3.69,1.35,Closed,0.00,0.00
120056,PLEASANTON 2 1,South,1,1,Closed,3.6100,1.20,3.80,3.61,1.20,Closed,0.00,0.00
230033,COLUMBUS 1 1,South Central,1,1,Closed,3.6100,0.22,3.62,3.61,0.22,Closed,0.00,0.00
140037,GIDDINGS 1 1,South Central,1,1,Closed,3.6100,0.68,3.67,3.61,0.68,Closed,0.00,0.00
110194,CYPRESS 3 1,Coast,1,1,Closed,3.6100,0.15,3.61,3.61,0.15,Closed,0.00,0.00
140013,PAIGE 1 1,South Central,1,1,Closed,3.6100,0.08,3.61,3.61,0.08,Closed,0.00,0.00
140001,ROUND MOUNTAIN 1 1,South Central,1,1,Closed,3.6100,1.28,3.83,3.61,1.28,Closed,0.00,0.00
200060,EDCOUCH 1 1,South,1,1,Closed,3.6100,1.28,3.83,3.61,1.28,Closed,0.00,0.00
130232,LANCASTER 16 1,North Central,1,1,Closed,3.6100,1.05,3.76,3.61,1.05,Closed,0.00,0.00
130206,DESOTO 4 1,North Central,1,1,Closed,3.6100,0.83,3.70,3.61,0.83,Closed,0.00,0.00
130204,LANCASTER 5 1,North Central,1,1,Closed,3.6100,1.20,3.80,3.61,1.20,Closed,0.00,0.00
170372,GARLAND 47 1,North Central,1,1,Closed,3.6100,1.20,3.80,3.61,1.20,Closed,0.00,0.00
170356,GARLAND 38 1,North Central,1,1,Closed,3.6100,0.98,3.74,3.61,0.98,Closed,0.00,0.00
170337,GARLAND 23 1,North Central,1,1,Closed,3.6100,1.20,3.80,3.61,1.20,Closed,0.00,0.00
170327,GARLAND 16 1,North Central,1,1,Closed,3.6100,0.68,3.67,3.61,0.68,Closed,0.00,0.00
110734,NEEDVILLE 2 1,Coast,1,1,Closed,3.6100,0.75,3.69,3.61,0.75,Closed,0.00,0.00
250181,RUSK 2 1,East,1,1,Closed,3.6100,1.13,3.78,3.61,1.13,Closed,0.00,0.00
240105,MELVIN 1 1,West,1,1,Closed,3.6100,0.75,3.69,3.61,0.75,Closed,0.00,0.00
120113,PIPE CREEK 3 1,South Central,1,1,Closed,3.6100,1.05,3.76,3.61,1.05,Closed,0.00,0.00
240008,FORT MC KAVETT 1 1,West,1,1,Closed,3.6100,0.45,3.64,3.61,0.45,Closed,0.00,0.00
230145,ROCKDALE 3 1,South Central,1,1,Closed,3.5400,0.53,3.58,3.54,0.53,Closed,0.00,0.00
230121,ROCKDALE 2 1,South Central,1,1,Closed,3.5400,0.45,3.57,3.54,0.45,Closed,0.00,0.00
230095,WASHINGTON 5 1,South Central,1,1,Closed,3.5400,0.30,3.55,3.54,0.30,Closed,0.00,0.00
140257,TAYLOR 2 2,South Central,1,1,Closed,3.5400,0.83,3.64,3.54,0.83,Closed,0.00,0.00
110617,SUGAR LAND 12 1,Coast,1,1,Closed,3.5400,0.45,3.57,3.54,0.45,Closed,0.00,0.00
270139,DRIFTWOOD 5 1,South Central,1,1,Closed,3.5400,1.13,3.72,3.54,1.13,Closed,0.00,0.00
210067,ZEPHYR 1 1,North Central,1,1,Closed,3.5400,1.20,3.74,3.54,1.20,Closed,0.00,0.00
210031,LIBERTY HILL 3 1,South Central,1,1,Closed,3.5400,1.13,3.72,3.54,1.13,Closed,0.00,0.00
130203,DESOTO 3 1,North Central,1,1,Closed,3.5400,0.60,3.59,3.54,0.60,Closed,0.00,0.00
130181,MESQUITE 20 1,North Central,1,1,Closed,3.5400,0.98,3.67,3.54,0.98,Closed,0.00,0.00
170386,ROWLETT 11 1,North Central,1,1,Closed,3.5400,0.60,3.59,3.54,0.60,Closed,0.00,0.00
170383,GARLAND 57 1,North Central,1,1,Closed,3.5400,0.75,3.62,3.54,0.75,Closed,0.00,0.00
170328,GARLAND 17 1,North Central,1,1,Closed,3.5400,1.13,3.72,3.54,1.13,Closed,0.00,0.00
130010,BARRY 2 1,North Central,1,1,Closed,3.5400,1.20,3.74,3.54,1.20,Closed,0.00,0.00
170078,BROOKSTON 1 1,North,1,1,Closed,3.5400,1.28,3.76,3.54,1.28,Closed,0.00,0.00
110447,KEMAH 2 1,Coast,1,1,Closed,3.5400,0.90,3.65,3.54,0.90,Closed,0.00,0.00
170030,WILLS POINT 1 1,East,1,1,Closed,3.5400,0.98,3.67,3.54,0.98,Closed,0.00,0.00
270064,DALE 4 1,South Central,1,1,Closed,3.5400,0.45,3.57,3.54,0.45,Closed,0.00,0.00
270048,WRIGHTSBORO 1 1,South Central,1,1,Closed,3.5400,1.28,3.76,3.54,1.28,Closed,0.00,0.00
270029,SWEET HOME 2 1,South Central,1,1,Closed,3.5400,1.05,3.69,3.54,1.05,Closed,0.00,0.00
160034,SINTON 2 1,South,1,1,Closed,3.5400,1.20,3.74,3.54,1.20,Closed,0.00,0.00
260094,GRANDVIEW 2 1,North Central,1,1,Closed,3.5400,0.22,3.55,3.54,0.22,Closed,0.00,0.00
250297,STREETMAN 1 1,East,1,1,Closed,3.5400,0.98,3.67,3.54,0.98,Closed,0.00,0.00
250115,NEW LONDON 1 1,East,1,1,Closed,3.5400,0.83,3.64,3.54,0.83,Closed,0.00,0.00
250047,GARRISON 1 1,East,1,1,Closed,3.5400,0.90,3.65,3.54,0.90,Closed,0.00,0.00
250036,EDGEWOOD 2 1,East,1,1,Closed,3.5400,0.90,3.65,3.54,0.90,Closed,0.00,0.00
150388,MINERAL WELLS 7 1,North Central,1,1,Closed,3.5400,1.13,3.72,3.54,1.13,Closed,0.00,0.00
240121,NOVICE 1 1,West,1,1,Closed,3.5400,1.05,3.69,3.54,1.05,Closed,0.00,0.00
240087,WALL 2 1,West,1,1,Closed,3.5400,1.05,3.69,3.54,1.05,Closed,0.00,0.00
110661,SUGAR LAND 45 1,Coast,1,1,Closed,3.5400,0.98,3.67,3.54,0.98,Closed,0.00,0.00
230195,MONTGOMERY 7 1,Coast,1,1,Closed,3.5400,0.75,3.62,3.54,0.75,Closed,0.00,0.00
230188,CENTERVILLE 3 1,East,1,1,Closed,3.5400,0.83,3.64,3.54,0.83,Closed,0.00,0.00
230124,DIME BOX 3 1,South Central,1,1,Closed,3.4600,1.05,3.62,3.46,1.05,Closed,0.00,0.00
110633,SUGAR LAND 27 1,Coast,1,1,Closed,3.4600,0.83,3.56,3.46,0.83,Closed,0.00,0.00
230005,WEIMAR 2 1,South Central,1,1,Closed,3.4600,0.53,3.50,3.46,0.53,Closed,0.00,0.00
220078,GRANDFALLS 1 1,Far West,1,1,Closed,3.4600,0.53,3.50,3.46,0.53,Closed,0.00,0.00
120019,PLEASANTON 1 1,South,1,1,Closed,3.4600,0.53,3.50,3.46,0.53,Closed,0.00,0.00
110614,SUGAR LAND 9 1,Coast,1,1,Closed,3.4600,0.60,3.51,3.46,0.60,Closed,0.00,0.00
140105,SPICEWOOD 6 1,South Central,1,1,Closed,3.4600,0.90,3.58,3.46,0.90,Closed,0.00,0.00
140018,DALE 1 1,South Central,1,1,Closed,3.4600,0.83,3.56,3.46,0.83,Closed,0.00,0.00
210029,BURNET 2 1,South Central,1,1,Closed,3.4600,0.45,3.49,3.46,0.45,Closed,0.00,0.00
210008,MERIDIAN 2 1,North Central,1,1,Closed,3.4600,1.05,3.62,3.46,1.05,Closed,0.00,0.00
210003,CRANFILLS GAP 1 1,North Central,1,1,Closed,3.4600,1.28,3.69,3.46,1.28,Closed,0.00,0.00
190056,O BRIEN 1 1,North,1,1,Closed,3.4600,1.05,3.62,3.46,1.05,Closed,0.00,0.00
130219,LANCASTER 13 1,North Central,1,1,Closed,3.4600,0.75,3.54,3.46,0.75,Closed,0.00,0.00
130176,MESQUITE 16 2,North Central,1,1,Closed,3.4600,1.13,3.64,3.46,1.13,Closed,0.00,0.00
170393,MESQUITE 39 1,North Central,1,1,Closed,3.4600,0.90,3.58,3.46,0.90,Closed,0.00,0.00
270097,MOULTON 3 1,South Central,1,1,Closed,3.4600,1.05,3.62,3.46,1.05,Closed,0.00,0.00
150415,GLEN ROSE 4 1,North Central,1,1,Closed,3.4600,0.90,3.58,3.46,0.90,Closed,0.00,0.00
260017,MERTENS 2 1,North Central,1,1,Closed,3.4600,0.75,3.54,3.46,0.75,Closed,0.00,0.00
250171,GRAPELAND 1 1,East,1,1,Closed,3.4600,0.75,3.54,3.46,0.75,Closed,0.00,0.00
240136,ROBY 2 1,West,1,1,Closed,3.4600,0.98,3.60,3.46,0.98,Closed,0.00,0.00
120138,HOBSON 1 1,South Central,1,1,Closed,3.4600,0.45,3.49,3.46,0.45,Closed,0.00,0.00
150084,GODLEY 1 1,North Central,1,1,Closed,3.4600,0.22,3.47,3.46,0.22,Closed,0.00,0.00
150081,BLUFF DALE 3 1,North Central,1,1,Closed,3.4600,0.45,3.49,3.46,0.45,Closed,0.00,0.00
230178,BUFFALO 3 1,East,1,1,Closed,3.3900,0.68,3.46,3.39,0.68,Closed,0.00,0.00
150033,ROSSTON 1 1,North,1,1,Closed,3.3900,0.53,3.43,3.39,0.53,Closed,0.00,0.00
150030,ALVORD 1 1,North Central,1,1,Closed,3.3900,0.60,3.44,3.39,0.60,Closed,0.00,0.00
230157,GROESBECK 2 1,North Central,1,1,Closed,3.3900,0.60,3.44,3.39,0.60,Closed,0.00,0.00
230135,CAMERON 1 1,South Central,1,1,Closed,3.3900,0.98,3.53,3.39,0.98,Closed,0.00,0.00
140261,COUPLAND 2 1,South Central,1,1,Closed,3.3900,0.45,3.42,3.39,0.45,Closed,0.00,0.00
210165,JARRELL 1 1,South Central,1,1,Closed,3.3900,0.30,3.40,3.39,0.30,Closed,0.00,0.00
210096,DUBLIN 4 1,North Central,1,1,Closed,3.3900,0.22,3.40,3.39,0.22,Closed,0.00,0.00
200057,HARGILL 1 1,South,1,1,Closed,3.3900,0.90,3.51,3.39,0.90,Closed,0.00,0.00
200047,RIO HONDO 2 1,South,1,1,Closed,3.3900,0.90,3.51,3.39,0.90,Closed,0.00,0.00
130240,LANCASTER 17 1,North Central,1,1,Closed,3.3900,0.83,3.49,3.39,0.83,Closed,0.00,0.00
180051,COTULLA 1 1,South,1,1,Closed,3.3900,0.38,3.41,3.39,0.38,Closed,0.00,0.00
170158,NEVADA 1 1,North Central,1,1,Closed,3.3900,0.30,3.40,3.39,0.30,Closed,0.00,0.00
170066,KEMP 6 1,North,1,1,Closed,3.3900,0.60,3.44,3.39,0.60,Closed,0.00,0.00
160119,PORT LAVACA 2 1,Coast,1,1,Closed,3.3900,0.38,3.41,3.39,0.38,Closed,0.00,0.00
270108,MC QUEENEY 2 1,South Central,1,1,Closed,3.3900,0.98,3.53,3.39,0.98,Closed,0.00,0.00
160012,DRISCOLL 1 1,South,1,1,Closed,3.3900,0.60,3.44,3.39,0.60,Closed,0.00,0.00
150402,CRESSON 5 1,North Central,1,1,Closed,3.3900,0.45,3.42,3.39,0.45,Closed,0.00,0.00
150357,SHEPPARD AFB 4 1,North,1,1,Closed,3.3900,1.20,3.60,3.39,1.20,Closed,0.00,0.00
110222,CYPRESS 13 1,Coast,1,1,Closed,3.3900,1.20,3.60,3.39,1.20,Closed,0.00,0.00
250051,NACOGDOCHES 2 1,East,1,1,Closed,3.3900,0.83,3.49,3.39,0.83,Closed,0.00,0.00
110659,MISSOURI CITY 3 1,Coast,1,1,Closed,3.3900,1.05,3.55,3.39,1.05,Closed,0.00,0.00
230130,SOMERVILLE 1 1,South Central,1,1,Closed,3.3100,0.83,3.41,3.31,0.83,Closed,0.00,0.00
120025,HONDO 2 1,South Central,1,1,Closed,3.3100,1.13,3.50,3.31,1.13,Closed,0.00,0.00
210080,GOLDTHWAITE 2 1,North Central,1,1,Closed,3.3100,0.68,3.38,3.31,0.68,Closed,0.00,0.00
210069,SIDNEY 1 1,North Central,1,1,Closed,3.3100,0.45,3.34,3.31,0.45,Closed,0.00,0.00
210063,5_1_2021 1,North Central,1,1,Closed,3.3100,0.38,3.33,3.31,0.38,Closed,0.00,0.00
200054,PORT ISABEL 1 1,South,1,1,Closed,3.3100,0.83,3.41,3.31,0.83,Closed,0.00,0.00
200014,LA FERIA 1 1,South,1,1,Closed,3.3100,1.13,3.50,3.31,1.13,Closed,0.00,0.00
170347,GARLAND 31 1,North Central,1,1,Closed,3.3100,1.05,3.47,3.31,1.05,Closed,0.00,0.00
170061,CELESTE 3 1,North,1,1,Closed,3.3100,0.53,3.35,3.31,0.53,Closed,0.00,0.00
170054,BELLS 2 1,North,1,1,Closed,3.3100,0.98,3.45,3.31,0.98,Closed,0.00,0.00
160018,ARANSAS PASS 2 1,South,1,1,Closed,3.3100,0.38,3.33,3.31,0.38,Closed,0.00,0.00
250340,LUFKIN 13 1,East,1,1,Closed,3.3100,1.20,3.52,3.31,1.20,Closed,0.00,0.00
250137,MOUNT ENTERPRISE 2 1,East,1,1,Closed,3.3100,0.90,3.43,3.31,0.90,Closed,0.00,0.00
250104,TALCO 1 1,East,1,1,Closed,3.3100,0.90,3.43,3.31,0.90,Closed,0.00,0.00
150166,RIO VISTA 2 1,North Central,1,1,Closed,3.3100,1.05,3.47,3.31,1.05,Closed,0.00,0.00
150135,KRUM 5 1,North Central,1,1,Closed,3.3100,0.60,3.36,3.31,0.60,Closed,0.00,0.00
150108,RINGGOLD 1 1,North,1,1,Closed,3.3100,0.90,3.43,3.31,0.90,Closed,0.00,0.00
150089,MINGUS 2 1,North Central,1,1,Closed,3.3100,0.98,3.45,3.31,0.98,Closed,0.00,0.00
230228,SOMERVILLE 4 1,South Central,1,1,Closed,3.3100,0.08,3.31,3.31,0.08,Closed,0.00,0.00
110351,LIVERPOOL 2 1,Coast,1,1,Closed,3.2400,1.05,3.41,3.24,1.05,Closed,0.00,0.00
230156,GROESBECK 1 1,North Central,1,1,Closed,3.2400,0.90,3.36,3.24,0.90,Closed,0.00,0.00
110618,SUGAR LAND 13 1,Coast,1,1,Closed,3.2400,0.60,3.30,3.24,0.60,Closed,0.00,0.00
110202,KATY 16 1,Coast,1,1,Closed,3.2400,0.68,3.31,3.24,0.68,Closed,0.00,0.00
110612,SUGAR LAND 7 1,Coast,1,1,Closed,3.2400,1.13,3.43,3.24,1.13,Closed,0.00,0.00
140035,WEST POINT 2 1,South Central,1,1,Closed,3.2400,0.90,3.36,3.24,0.90,Closed,0.00,0.00
130213,DESOTO 7 1,North Central,1,1,Closed,3.2400,1.13,3.43,3.24,1.13,Closed,0.00,0.00
180033,LAREDO 25 1,South,1,1,Closed,3.2400,0.75,3.33,3.24,0.75,Closed,0.00,0.00
170332,SUNNYVALE 3 2,North Central,1,1,Closed,3.2400,1.05,3.41,3.24,1.05,Closed,0.00,0.00
130023,RICE 1 1,North Central,1,1,Closed,3.2400,0.83,3.34,3.24,0.83,Closed,0.00,0.00
270183,CIBOLO 9 1,South Central,1,1,Closed,3.2400,0.38,3.26,3.24,0.38,Closed,0.00,0.00
270039,MOULTON 1 1,South Central,1,1,Closed,3.2400,1.20,3.46,3.24,1.20,Closed,0.00,0.00
160035,BAYSIDE 1 1,South,1,1,Closed,3.2400,1.13,3.43,3.24,1.13,Closed,0.00,0.00
110234,CYPRESS 17 1,Coast,1,1,Closed,3.2400,0.83,3.34,3.24,0.83,Closed,0.00,0.00
110065,KENDLETON 1 1,Coast,1,1,Closed,3.2400,1.05,3.41,3.24,1.05,Closed,0.00,0.00
250187,KENNARD 1 1,East,1,1,Closed,3.2400,0.75,3.33,3.24,0.75,Closed,0.00,0.00
250074,CAYUGA 2 1,East,1,1,Closed,3.2400,0.15,3.24,3.24,0.15,Closed,0.00,0.00
250072,NACOGDOCHES 3 1,East,1,1,Closed,3.2400,0.75,3.33,3.24,0.75,Closed,0.00,0.00
120167,BOERNE 8 1,South Central,1,1,Closed,3.2400,0.83,3.34,3.24,0.83,Closed,0.00,0.00
120141,HOBSON 2 1,South Central,1,1,Closed,3.2400,0.22,3.25,3.24,0.22,Closed,0.00,0.00
150090,BLUFF DALE 5 1,North Central,1,1,Closed,3.2400,0.75,3.33,3.24,0.75,Closed,0.00,0.00
230168,FRANKLIN 3 1,East,1,1,Closed,3.1600,0.83,3.27,3.16,0.83,Closed,0.00,0.00
230147,HEARNE 4 1,East,1,1,Closed,3.1600,0.45,3.19,3.16,0.45,Closed,0.00,0.00
120079,FREDERICKSBURG 3 1,West,1,1,Closed,3.1600,1.05,3.33,3.16,1.05,Closed,0.00,0.00
230122,ROSEBUD 3 1,North Central,1,1,Closed,3.1600,0.98,3.31,3.16,0.98,Closed,0.00,0.00
120066,LYTLE 2 1,South,1,1,Closed,3.1600,0.22,3.17,3.16,0.22,Closed,0.00,0.00
140254,CEDAR PARK 23 1,South Central,1,1,Closed,3.1600,1.13,3.36,3.16,1.13,Closed,0.00,0.00
110142,BROOKSHIRE 3 1,Coast,1,1,Closed,3.1600,0.90,3.29,3.16,0.90,Closed,0.00,0.00
270009,HYE 1 1,South Central,1,1,Closed,3.1600,0.53,3.20,3.16,0.53,Closed,0.00,0.00
210313,HICO 3 1,North Central,1,1,Closed,3.1600,0.68,3.23,3.16,0.68,Closed,0.00,0.00
210290,KEMPNER 6 1,West,1,1,Closed,3.1600,0.75,3.25,3.16,0.75,Closed,0.00,0.00
210219,CRAWFORD 2 1,North Central,1,1,Closed,3.1600,0.83,3.27,3.16,0.83,Closed,0.00,0.00
140044,MARBLE FALLS 2 1,South Central,1,1,Closed,3.1600,0.08,3.16,3.16,0.08,Closed,0.00,0.00
111025,HANKAMER 1 1,Coast,1,1,Closed,3.1600,0.60,3.22,3.16,0.60,Closed,0.00,0.00
170511,TERRELL 8 1,North Central,1,1,Closed,3.1600,0.90,3.29,3.16,0.90,Closed,0.00,0.00
170412,GARLAND 73 1,North Central,1,1,Closed,3.1600,0.98,3.31,3.16,0.98,Closed,0.00,0.00
170392,MESQUITE 38 1,North Central,1,1,Closed,3.1600,0.22,3.17,3.16,0.22,Closed,0.00,0.00
130031,CORSICANA 2 1,North Central,1,1,Closed,3.1600,0.60,3.22,3.16,0.60,Closed,0.00,0.00
160101,VANDERBILT 1 1,Coast,1,1,Closed,3.1600,0.68,3.23,3.16,0.68,Closed,0.00,0.00
270072,LEESVILLE 2 1,South Central,1,1,Closed,3.1600,0.38,3.18,3.16,0.38,Closed,0.00,0.00
160061,ALICE 3 1,South,1,1,Closed,3.1600,0.45,3.19,3.16,0.45,Closed,0.00,0.00
250252,WHITEHOUSE 4 1,East,1,1,Closed,3.1600,0.90,3.29,3.16,0.90,Closed,0.00,0.00
150322,ROANOKE 4 1,North Central,1,1,Closed,3.1600,0.53,3.20,3.16,0.53,Closed,0.00,0.00
250172,MONTALBA 1 1,East,1,1,Closed,3.1600,0.38,3.18,3.16,0.38,Closed,0.00,0.00
250003,ATHENS 1 1,East,1,1,Closed,3.1600,0.38,3.18,3.16,0.38,Closed,0.00,0.00
120140,STOCKDALE 2 1,South Central,1,1,Closed,3.1600,0.83,3.27,3.16,0.83,Closed,0.00,0.00
110654,STAFFORD 6 1,Coast,1,1,Closed,3.1600,0.98,3.31,3.16,0.98,Closed,0.00,0.00
230200,LEONA 3 1,East,1,1,Closed,3.1600,0.98,3.31,3.16,0.98,Closed,0.00,0.00
110352,LIVERPOOL 3 1,Coast,1,1,Closed,3.1600,0.68,3.23,3.16,0.68,Closed,0.00,0.00
230174,MARQUEZ 2 1,East,1,1,Closed,3.0900,0.75,3.18,3.09,0.75,Closed,0.00,0.00
230034,ELLINGER 1 1,South Central,1,1,Closed,3.0900,0.22,3.10,3.09,0.22,Closed,0.00,0.00
230003,OAKLAND 1 1,South Central,1,1,Closed,3.0900,0.68,3.16,3.09,0.68,Closed,0.00,0.00
110049,GANADO 1 1,Coast,1,1,Closed,3.0900,0.30,3.10,3.09,0.30,Closed,0.00,0.00
140099,SPICEWOOD 3 1,South Central,1,1,Closed,3.0900,1.05,3.26,3.09,1.05,Closed,0.00,0.00
210209,WEST 3 1,North Central,1,1,Closed,3.0900,0.68,3.16,3.09,0.68,Closed,0.00,0.00
210064,5_2_2021 1,North Central,1,1,Closed,3.0900,0.60,3.15,3.09,0.60,Closed,0.00,0.00
140006,MULDOON 1 1,South Central,1,1,Closed,3.0900,0.08,3.09,3.09,0.08,Closed,0.00,0.00
210033,EVANT 1 1,North Central,1,1,Closed,3.0900,1.05,3.26,3.09,1.05,Closed,0.00,0.00
210018,CLIFTON 2 1,North Central,1,1,Closed,3.0900,0.45,3.12,3.09,0.45,Closed,0.00,0.00
130248,LANCASTER 22 1,North Central,1,1,Closed,3.0900,0.30,3.10,3.09,0.30,Closed,0.00,0.00
190027,BRISCOE 1 1,North,1,1,Closed,3.0900,0.98,3.24,3.09,0.98,Closed,0.00,0.00
110277,KATY 66 1,Coast,1,1,Closed,3.0900,0.60,3.15,3.09,0.60,Closed,0.00,0.00
170440,AUBREY 4 1,North Central,1,1,Closed,3.0900,0.38,3.11,3.09,0.38,Closed,0.00,0.00
170417,GARLAND 78 1,North Central,1,1,Closed,3.0900,0.38,3.11,3.09,0.38,Closed,0.00,0.00
270084,EDNA 7 1,Coast,1,1,Closed,3.0900,0.75,3.18,3.09,0.75,Closed,0.00,0.00
270011,HYE 2 1,South Central,1,1,Closed,3.0900,0.68,3.16,3.09,0.68,Closed,0.00,0.00
160003,ENCINO 1 1,South,1,1,Closed,3.0900,0.90,3.22,3.09,0.90,Closed,0.00,0.00
260019,MILFORD 2 1,North Central,1,1,Closed,3.0900,0.38,3.11,3.09,0.38,Closed,0.00,0.00
110228,KATY 33 1,Coast,1,1,Closed,3.0900,0.90,3.22,3.09,0.90,Closed,0.00,0.00
120188,CHARLOTTE 4 1,South,1,1,Closed,3.0900,0.90,3.22,3.09,0.90,Closed,0.00,0.00
250027,ALBA 1 1,East,1,1,Closed,3.0900,0.83,3.20,3.09,0.83,Closed,0.00,0.00
230253,LOVELADY 4 1,East,1,1,Closed,3.0900,0.83,3.20,3.09,0.83,Closed,0.00,0.00
120105,VANDERPOOL 1 1,West,1,1,Closed,3.0900,0.98,3.24,3.09,0.98,Closed,0.00,0.00
230172,NORMANGEE 2 1,East,1,1,Closed,3.0100,0.53,3.06,3.01,0.53,Closed,0.00,0.00
120069,HONDO 4 1,South Central,1,1,Closed,3.0100,0.30,3.03,3.01,0.30,Closed,0.00,0.00
230054,PRAIRIE VIEW 3 1,Coast,1,1,Closed,3.0100,0.98,3.17,3.01,0.98,Closed,0.00,0.00
230045,WASHINGTON 1 1,South Central,1,1,Closed,3.0100,0.90,3.14,3.01,0.90,Closed,0.00,0.00
