UID,From Bus,From Name,To Bus,To Name,Circuit,Status,Branch Device Type,Xfrmr,R,X,B,Cont Rating,Lim MVA B,Lim MVA C
7035,250221,TYLER 11 1,250240,TYLER 16 1,1,Closed,Line,NO,0.00112,0.00657,0.00657,310.899997,310.899997,310.899997
7036,250075,KERENS 1 1,250325,KERENS 2 1,1,Closed,Line,NO,0.00262,0.0148,0.00615,310.899997,310.899997,310.899997
7037,250339,POLLOK 4 1,250334,LUFKIN 10 1,1,Closed,Line,NO,0.00284,0.01163,0.00459,310.99999,310.99999,310.99999
7038,170197,ALLEN 7 1,170521,LAVON 5 2,2,Closed,Line,NO,0.00456,0.02772,0.02445,311.100006,311.100006,311.100006
7039,170197,ALLEN 7 1,170521,LAVON 5 2,1,Closed,Line,NO,0.00456,0.02772,0.02445,311.100006,311.100006,311.100006
7040,190115,DOUGHERTY 1 1,190042,MATADOR 1 1,1,Closed,Line,NO,0.00726,0.03334,0.03813,311.199999,311.199999,311.199999
7041,250198,TROUP 3 1,250128,TROUP 1 1,1,Closed,Line,NO,0.00412,0.0216,0.00704,311.199999,311.199999,311.199999
7042,230156,GROESBECK 1 1,260011,LEROY 1 1,1,Closed,Line,NO,0.012,0.0578,0.06218,311.299992,311.299992,311.299992
7043,200081,EDINBURG 3 1,200031,MISSION 2 1,1,Closed,Line,NO,0.00277,0.01544,0.01428,311.299992,311.299992,311.299992
7044,111078,SANTA FE 3 1,111261,TEXAS CITY 6 1,1,Closed,Line,NO,0.00193,0.01177,0.0534,311.299992,311.299992,311.299992
7045,111363,WHARTON 3 2,110132,WHARTON 2 1,1,Closed,Line,NO,0.00299,0.01389,0.00387,311.299992,311.299992,311.299992
7046,170080,SUMNER 2 1,170076,TELEPHONE 2 1,1,Closed,Line,NO,0.00616,0.03642,0.01178,311.299992,311.299992,311.299992
7047,120411,SAN ANTONIO 57 1,120406,LACKLAND A F B 16 1,1,Closed,Line,NO,0.0027,0.01214,0.00574,311.299992,311.299992,311.299992
7048,250341,LUFKIN 14 1,250343,LUFKIN 15 1,1,Closed,Line,NO,0.00065,0.00388,0.00463,311.299992,311.299992,311.299992
7049,220029,LANGTRY 1 1,240047,LANGTRY 5 1,1,Closed,Line,NO,0.00755,0.04319,0.07697,311.400008,311.400008,311.400008
7050,170017,CADDO MILLS 1 1,170521,LAVON 5 2,1,Closed,Line,NO,0.00732,0.04268,0.01858,311.400008,311.400008,311.400008
7051,150317,NAVAL AIR STATION_ JRB 15 2,150316,NAVAL AIR STATION_ JRB 15 1,1,Closed,Transformer,YES,0.00106,0.03513,0,311.400008,311.400008,311.400008
7052,220056,MIDLAND 5 1,220095,MIDLAND 9 1,1,Closed,Line,NO,0.00163,0.00824,0.01084,311.500001,311.500001,311.500001
7053,160117,BLOOMINGTON 2 1,160115,BLOOMINGTON 1 1,1,Closed,Line,NO,0.00304,0.0155,0.00416,311.500001,311.500001,311.500001
7054,160114,TELFERNER 2 1,160111,INEZ 1 1,1,Closed,Line,NO,0.00475,0.02787,0.02024,311.500001,311.500001,311.500001
7055,150501,WINDTHORST 2 2,150498,OLNEY 2 2,1,Closed,Line,NO,0.00661,0.04207,0.01913,311.500001,311.500001,311.500001
7056,150455,SHEPPARD AFB 5 1,150355,BURKBURNETT 2 1,1,Closed,Line,NO,0.0054,0.0339,0.00951,311.500001,311.500001,311.500001
7057,260010,MERTENS 1 1,260007,BYNUM 1 1,2,Closed,Line,NO,0.00484,0.03402,0.01699,311.500001,311.500001,311.500001
7058,260010,MERTENS 1 1,260007,BYNUM 1 1,1,Closed,Line,NO,0.00484,0.03402,0.01699,311.500001,311.500001,311.500001
7059,220180,FORSAN 5 2,220179,FORSAN 5 1,1,Closed,Transformer,YES,0.00034,0.02485,0,311.599994,311.599994,311.599994
7060,210311,VALLEY MILLS 4 1,210011,VALLEY MILLS 1 1,1,Closed,Line,NO,0.00388,0.02234,0.00663,311.599994,311.599994,311.599994
7061,170465,SHERMAN 3 1,170464,SHERMAN 2 1,1,Closed,Line,NO,0.00144,0.0085,0.00277,311.599994,311.599994,311.599994
7062,170463,BONHAM 4 2,170058,BAILEY 1 1,1,Closed,Line,NO,0.00802,0.04616,0.01688,311.599994,311.599994,311.599994
7063,110801,HOUSTON 37 1,110781,SOUTH HOUSTON 2 1,1,Closed,Line,NO,0.00245,0.01286,0.006,311.599994,311.599994,311.599994
7064,250137,MOUNT ENTERPRISE 2 1,250311,MOUNT ENTERPRISE 3 1,1,Closed,Line,NO,0.00041,0.0022,0.00121,311.599994,311.599994,311.599994
7065,150113,NEWCASTLE 1 1,150095,OLNEY 1 1,1,Closed,Line,NO,0.00715,0.05352,0.01428,311.599994,311.599994,311.599994
7066,111393,BACLIFF 3 1,111395,BACLIFF 3 3,1,Closed,Transformer,YES,0.00087,0.05286,0,311.70001,311.70001,311.70001
7067,210118,RICHLAND SPRINGS 1 1,240107,GOULDBUSK 1 1,2,Closed,Line,NO,0.00964,0.0545,0.09256,311.70001,311.70001,311.70001
7068,210118,RICHLAND SPRINGS 1 1,240107,GOULDBUSK 1 1,1,Closed,Line,NO,0.00964,0.0545,0.09256,311.70001,311.70001,311.70001
7069,250134,REKLAW 2 1,250132,GALLATIN 3 1,1,Closed,Line,NO,0.00188,0.00956,0.05841,311.70001,311.70001,311.70001
7070,111051,SPRING 24 1,110824,SPRING 6 1,1,Closed,Line,NO,0.00121,0.00784,0.00685,311.70001,311.70001,311.70001
7071,200111,PORT ISABEL 4 1,200118,BROWNSVILLE 14 2,1,Closed,Line,NO,0.00424,0.01888,0.00851,311.800003,311.800003,311.800003
7072,190179,FLOYDADA 2 2,190115,DOUGHERTY 1 1,1,Closed,Line,NO,0.00393,0.01855,0.01795,311.800003,311.800003,311.800003
7073,110375,MAGNOLIA 5 1,110953,MAGNOLIA 7 1,1,Closed,Line,NO,0.0055,0.03246,0.00664,311.800003,311.800003,311.800003
7074,120055,CHRISTINE 2 1,180034,FREER 1 1,1,Closed,Line,NO,0.01664,0.09574,0.18067,311.800003,311.800003,311.800003
7075,240245,HERMLEIGH 2 1,240246,HERMLEIGH 2 2,1,Closed,Transformer,YES,0.00115,0.03533,0,311.899996,311.899996,311.899996
7076,111154,STAFFORD 19 1,111156,STAFFORD 20 1,1,Closed,Line,NO,0.0016,0.00831,0.00724,311.899996,311.899996,311.899996
7077,270114,LA VERNIA 3 2,270113,LA VERNIA 3 1,1,Closed,Transformer,YES,0.00252,0.07197,0,311.899996,311.899996,311.899996
7078,120074,KENDALIA 1 1,120084,BOERNE 2 1,1,Closed,Line,NO,0.01102,0.04952,0.02511,311.899996,311.899996,311.899996
7079,140206,MANCHACA 4 2,140205,MANCHACA 4 1,1,Closed,Transformer,YES,0.00184,0.04921,0,311.999989,311.999989,311.999989
7080,220084,GARDENDALE 3 1,220118,GOLDSMITH 3 1,1,Closed,Line,NO,0.00662,0.03626,0.06347,311.999989,311.999989,311.999989
7081,120258,LACKLAND A F B 6 1,120245,LACKLAND A F B 1 1,1,Closed,Line,NO,0.00262,0.01491,0.00546,311.999989,311.999989,311.999989
7082,220168,FORSAN 3 1,240117,COLORADO CITY 2 1,1,Closed,Line,NO,0.00416,0.01836,0.11025,312.199998,312.199998,312.199998
7083,200043,HIDALGO 1 1,200134,MCALLEN 10 1,1,Closed,Line,NO,0.00287,0.01857,0.01987,312.199998,312.199998,312.199998
7084,150118,THROCKMORTON 1 1,150113,NEWCASTLE 1 1,1,Closed,Line,NO,0.00826,0.05702,0.03498,312.199998,312.199998,312.199998
7085,120059,LYTLE 1 1,120182,MOORE 3 1,1,Closed,Line,NO,0.00354,0.02222,0.07739,312.199998,312.199998,312.199998
7086,270201,SEGUIN 9 1,270121,SEGUIN 6 1,1,Closed,Line,NO,0.00201,0.01203,0.00541,312.299991,312.299991,312.299991
7087,120086,BOERNE 3 1,120167,BOERNE 8 1,1,Closed,Line,NO,0.00212,0.01042,0.00579,312.299991,312.299991,312.299991
7088,250040,NACOGDOCHES 1 1,250071,WODEN 2 1,1,Closed,Line,NO,0.00586,0.02277,0.02334,312.299991,312.299991,312.299991
7089,160184,FULTON 3 1,160022,FULTON 1 1,1,Closed,Line,NO,0.00184,0.01244,0.00396,312.400007,312.400007,312.400007
7090,150455,SHEPPARD AFB 5 1,150509,ODELL 1 1,1,Closed,Line,NO,0.02784,0.13101,0.1187,312.400007,312.400007,312.400007
7091,120191,KENEDY 1 1,120142,KARNES CITY 1 1,1,Closed,Line,NO,0.00507,0.02958,0.03308,312.5,312.5,312.5
7092,111189,CYPRESS 54 1,111199,CYPRESS 54 11,1,Closed,Transformer,YES,0.00086,0.05,0,312.5,312.5,312.5
7093,180097,ROMA 2 1,180125,GRULLA 2 2,1,Closed,Line,NO,0.00227,0.01517,0.02674,312.5,312.5,312.5
7094,120287,SAN ANTONIO 26 1,120340,SAN ANTONIO 36 1,1,Closed,Line,NO,0.00141,0.00782,0.00276,312.5,312.5,312.5
7095,110729,GUY 1 1,110937,SUGAR LAND 65 1,1,Closed,Line,NO,0.00342,0.02447,0.04557,312.5,312.5,312.5
7096,200015,DONNA 3 1,200005,DONNA 1 1,1,Closed,Line,NO,0.00175,0.00835,0.00932,312.599993,312.599993,312.599993
7097,170075,POWDERLY 2 1,250149,BLOSSOM 1 1,1,Closed,Line,NO,0.00615,0.031,0.02539,312.599993,312.599993,312.599993
7098,110586,KATY 81 2,110575,KATY 74 1,2,Closed,Line,NO,0.00256,0.01807,0.00704,312.700009,312.700009,312.700009
7099,110586,KATY 81 2,110575,KATY 74 1,1,Closed,Line,NO,0.00256,0.01807,0.00704,312.700009,312.700009,312.700009
7100,170556,DENTON 10 1,170531,DENTON 9 1,2,Closed,Line,NO,0.00168,0.01034,0.00342,312.700009,312.700009,312.700009
7101,170556,DENTON 10 1,170531,DENTON 9 1,1,Closed,Line,NO,0.00168,0.01034,0.00342,312.700009,312.700009,312.700009
7102,240116,COLORADO CITY 1 1,240117,COLORADO CITY 2 1,1,Closed,Line,NO,0.00644,0.0308,0.02842,312.700009,312.700009,312.700009
7103,150179,BURLESON 3 1,150461,JOSHUA 7 2,2,Closed,Line,NO,0.00478,0.03107,0.02406,312.700009,312.700009,312.700009
7104,150179,BURLESON 3 1,150461,JOSHUA 7 2,1,Closed,Line,NO,0.00478,0.03107,0.02406,312.700009,312.700009,312.700009
7105,210029,BURNET 2 1,210293,BURNET 7 1,1,Closed,Line,NO,0.00056,0.00381,0.02052,312.800002,312.800002,312.800002
7106,120448,PEARSALL 6 2,120182,MOORE 3 1,1,Closed,Line,NO,0.00913,0.05477,0.01008,312.800002,312.800002,312.800002
7107,120092,COMFORT 2 1,120167,BOERNE 8 1,1,Closed,Line,NO,0.00446,0.02233,0.06247,312.800002,312.800002,312.800002
7108,120084,BOERNE 2 1,120083,BOERNE 1 1,1,Closed,Line,NO,0.00247,0.0165,0.01726,312.800002,312.800002,312.800002
7109,120012,HARPER 1 1,120095,HARPER 3 1,1,Closed,Line,NO,0.00815,0.04624,0.02724,312.899995,312.899995,312.899995
7110,150293,KELLER 13 1,150272,KELLER 10 1,1,Closed,Line,NO,0.00308,0.01554,0.01488,312.899995,312.899995,312.899995
7111,170075,POWDERLY 2 1,170539,PARIS 6 2,1,Closed,Line,NO,0.00226,0.01272,0.00489,312.899995,312.899995,312.899995
7112,270133,CANYON LAKE 5 1,270185,CANYON LAKE 7 1,1,Closed,Line,NO,0.00295,0.01647,0.01285,312.899995,312.899995,312.899995
7113,150038,KRUM 1 1,150037,ROSSTON 2 1,2,Closed,Line,NO,0.00357,0.02244,0.01455,313.000011,313.000011,313.000011
7114,150038,KRUM 1 1,150037,ROSSTON 2 1,1,Closed,Line,NO,0.00357,0.02244,0.01455,313.000011,313.000011,313.000011
7115,250112,KIRVIN 3 1,250109,KIRVIN 2 1,1,Closed,Line,NO,0.00226,0.01179,0.00913,313.000011,313.000011,313.000011
7116,160170,VICTORIA 4 1,160176,VICTORIA 9 1,1,Closed,Line,NO,0.00256,0.00928,0.00582,313.100004,313.100004,313.100004
7117,110176,HUMBLE 7 1,110165,HUMBLE 2 1,1,Closed,Line,NO,0.00168,0.01159,0.00584,313.199997,313.199997,313.199997
7118,220148,MC CAMEY 2 1,220224,MC CAMEY 4 2,1,Closed,Line,NO,0.00193,0.01362,0.0096,313.400006,313.400006,313.400006
7119,220034,GARDENDALE 1 1,220084,GARDENDALE 3 1,1,Closed,Line,NO,0.00294,0.01743,0.00666,313.400006,313.400006,313.400006
7120,150401,ALEDO 7 1,150400,ALEDO 6 1,2,Closed,Line,NO,0.00193,0.0125,0.0071,313.400006,313.400006,313.400006
7121,150401,ALEDO 7 1,150400,ALEDO 6 1,1,Closed,Line,NO,0.00193,0.0125,0.0071,313.400006,313.400006,313.400006
7122,220094,GARDENDALE 4 1,220034,GARDENDALE 1 1,1,Closed,Line,NO,0.00077,0.00398,0.01213,313.499999,313.499999,313.499999
7123,200120,MCALLEN 5 1,200136,EDINBURG 14 1,1,Closed,Line,NO,0.00142,0.00858,0.00176,313.499999,313.499999,313.499999
7124,110944,ROSENBERG 4 2,110947,ROSENBERG 5 1,1,Closed,Line,NO,0.00161,0.01001,0.00788,313.499999,313.499999,313.499999
7125,130051,DALLAS 5 1,130297,DALLAS 42 1,2,Closed,Line,NO,0.00338,0.02077,0.01485,313.499999,313.499999,313.499999
7126,130051,DALLAS 5 1,130297,DALLAS 42 1,1,Closed,Line,NO,0.00338,0.02077,0.01485,313.499999,313.499999,313.499999
7127,160245,ODEM 5 1,160010,ODEM 1 1,1,Closed,Line,NO,0.00151,0.00999,0.0022,313.499999,313.499999,313.499999
7128,120309,LACKLAND A F B 12 1,120248,RIO MEDINA 3 1,1,Closed,Line,NO,0.00244,0.01499,0.01584,313.499999,313.499999,313.499999
7129,110329,BELLAIRE 14 1,111154,STAFFORD 19 1,2,Closed,Line,NO,0.00106,0.00691,0.06451,313.599992,313.599992,313.599992
7130,110329,BELLAIRE 14 1,111154,STAFFORD 19 1,1,Closed,Line,NO,0.00106,0.00691,0.06451,313.599992,313.599992,313.599992
7131,111245,BAYTOWN 12 1,111249,BAYTOWN 12 5,1,Closed,Transformer,YES,0.00237,0.05184,0,313.599992,313.599992,313.599992
7132,200083,EDINBURG 4 1,200085,EDINBURG 6 1,1,Closed,Line,NO,0.00376,0.01458,0.00327,313.599992,313.599992,313.599992
7133,111250,DEER PARK 12 1,111252,DEER PARK 12 3,1,Closed,Transformer,YES,0.0011,0.03615,0,313.700008,313.700008,313.700008
7134,111189,CYPRESS 54 1,111198,CYPRESS 54 10,1,Closed,Transformer,YES,0.0007,0.04986,0,313.700008,313.700008,313.700008
7135,111189,CYPRESS 54 1,111197,CYPRESS 54 9,1,Closed,Transformer,YES,0.00081,0.04807,0,313.700008,313.700008,313.700008
7136,111182,GALENA PARK 18 1,111187,GALENA PARK 18 6,1,Closed,Transformer,YES,0.00091,0.02828,0,313.700008,313.700008,313.700008
7137,150312,NAVAL AIR STATION_ JRB 12 2,150311,NAVAL AIR STATION_ JRB 12 1,1,Closed,Transformer,YES,0.00202,0.04996,0,313.700008,313.700008,313.700008
7138,140277,HUTTO 1 1,140256,TAYLOR 2 1,1,Closed,Line,NO,0.0043,0.02682,0.01087,313.800001,313.800001,313.800001
7139,210133,WACO 5 1,210128,WACO 2 1,1,Closed,Line,NO,0.00113,0.00735,0.00765,313.800001,313.800001,313.800001
7140,170488,CADDO MILLS 3 1,170578,CADDO MILLS 6 1,1,Closed,Line,NO,0.00231,0.0113,0.06538,313.800001,313.800001,313.800001
7141,170495,GREENVILLE 6 1,170485,GREENVILLE 2 1,1,Closed,Line,NO,0.00092,0.00542,0.0057,313.800001,313.800001,313.800001
7142,160114,TELFERNER 2 1,160137,TIVOLI 2 1,1,Closed,Line,NO,0.01198,0.05184,0.07175,313.800001,313.800001,313.800001
7143,120086,BOERNE 3 1,120147,BOERNE 4 1,1,Closed,Line,NO,0.00141,0.00981,0.00795,313.800001,313.800001,313.800001
7144,150128,RANGER 1 1,150125,BRECKENRIDGE 2 1,1,Closed,Line,NO,0.0101,0.07595,0.0156,313.800001,313.800001,313.800001
7145,240203,SILVER 1 1,240116,COLORADO CITY 1 1,1,Closed,Line,NO,0.01725,0.06552,0.05553,313.899994,313.899994,313.899994
7146,150399,ALEDO 5 1,150400,ALEDO 6 1,2,Closed,Line,NO,0.00236,0.01334,0.00568,313.899994,313.899994,313.899994
7147,150399,ALEDO 5 1,150400,ALEDO 6 1,1,Closed,Line,NO,0.00236,0.01334,0.00568,313.899994,313.899994,313.899994
7148,110340,ALVIN 1 1,110879,PEARLAND 11 1,2,Closed,Line,NO,0.00372,0.02337,0.04244,314.00001,314.00001,314.00001
7149,110340,ALVIN 1 1,110879,PEARLAND 11 1,1,Closed,Line,NO,0.00372,0.02337,0.04244,314.00001,314.00001,314.00001
7150,110744,HUMBLE 9 3,110743,HUMBLE 9 2,1,Closed,Transformer,YES,0.00173,0.05029,0,314.00001,314.00001,314.00001
7151,190168,SILVERTON 1 1,190144,SOUTH PLAINS 1 2,1,Closed,Line,NO,0.01033,0.05583,0.01098,314.100003,314.100003,314.100003
7152,120340,SAN ANTONIO 36 1,120338,CONVERSE 2 1,1,Closed,Line,NO,0.00215,0.01138,0.00529,314.100003,314.100003,314.100003
7153,140029,ELGIN 4 1,140011,ELGIN 3 1,1,Closed,Line,NO,0.00278,0.01787,0.00724,314.199996,314.199996,314.199996
7154,190192,SNYDER 2 2,190197,FLUVANNA 4 1,1,Closed,Line,NO,0.0096,0.04698,0.02492,314.199996,314.199996,314.199996
7155,110719,ROSHARON 1 1,111135,FRESNO 9 1,2,Closed,Line,NO,0.0069,0.04141,0.03343,314.199996,314.199996,314.199996
7156,110719,ROSHARON 1 1,111135,FRESNO 9 1,1,Closed,Line,NO,0.0069,0.04141,0.03343,314.199996,314.199996,314.199996
7157,110953,MAGNOLIA 7 1,110959,PINEHURST 2 2,1,Closed,Line,NO,0.00398,0.02612,0.01915,314.299989,314.299989,314.299989
7158,150064,POOLVILLE 1 1,150072,WEATHERFORD 2 1,2,Closed,Line,NO,0.00528,0.03316,0.0464,314.400005,314.400005,314.400005
7159,150064,POOLVILLE 1 1,150072,WEATHERFORD 2 1,1,Closed,Line,NO,0.00528,0.03316,0.0464,314.400005,314.400005,314.400005
7160,210311,VALLEY MILLS 4 1,210016,CRAWFORD 1 1,1,Closed,Line,NO,0.0023,0.01673,0.00572,314.400005,314.400005,314.400005
7161,210001,GATESVILLE 1 1,210015,VALLEY MILLS 2 1,1,Closed,Line,NO,0.00353,0.02483,0.03143,314.400005,314.400005,314.400005
7162,110704,HOUSTON 13 2,110703,HOUSTON 13 1,1,Closed,Transformer,YES,0.00227,0.05352,0,314.400005,314.400005,314.400005
7163,160046,RIVIERA 1 1,160044,KINGSVILLE 2 1,1,Closed,Line,NO,0.00511,0.02855,0.01753,314.400005,314.400005,314.400005
7164,110655,SUGAR LAND 44 1,110916,MISSOURI CITY 7 1,1,Closed,Line,NO,0.00276,0.01826,0.00631,314.499998,314.499998,314.499998
7165,230243,MEXIA 2 2,230244,KIRVIN 1 1,1,Closed,Line,NO,0.00576,0.02906,0.01299,314.499998,314.499998,314.499998
7166,220081,ODESSA 6 1,220087,ODESSA 11 1,1,Closed,Line,NO,0.00167,0.01038,0.00511,314.499998,314.499998,314.499998
7167,170173,ROWLETT 1 1,170510,FORNEY 6 1,1,Closed,Line,NO,0.00593,0.03207,0.02263,314.499998,314.499998,314.499998
7168,160280,RIVIERA 6 2,160046,RIVIERA 1 1,1,Closed,Line,NO,0.00443,0.0339,0.01339,314.499998,314.499998,314.499998
7169,250240,TYLER 16 1,250241,TYLER 17 1,1,Closed,Line,NO,0.00132,0.01054,0.00183,314.499998,314.499998,314.499998
7170,150104,GRAHAM 2 1,150126,CADDO 1 1,1,Closed,Line,NO,0.00308,0.01796,0.12056,314.499998,314.499998,314.499998
7171,250353,TRINIDAD 5 2,250075,KERENS 1 1,1,Closed,Line,NO,0.00507,0.03025,0.00974,314.499998,314.499998,314.499998
7172,150064,POOLVILLE 1 1,150060,WHITT 1 1,2,Closed,Line,NO,0.0075,0.04409,0.01189,314.700007,314.700007,314.700007
7173,150064,POOLVILLE 1 1,150060,WHITT 1 1,1,Closed,Line,NO,0.0075,0.04409,0.01189,314.700007,314.700007,314.700007
7174,111189,CYPRESS 54 1,111196,CYPRESS 54 8,1,Closed,Transformer,YES,0.00051,0.03242,0,314.700007,314.700007,314.700007
7175,160021,SKIDMORE 1 1,160072,BEEVILLE 1 1,1,Closed,Line,NO,0.00902,0.04993,0.03739,314.700007,314.700007,314.700007
7176,111250,DEER PARK 12 1,111251,DEER PARK 12 2,1,Closed,Transformer,YES,0.0013,0.0358,0,314.8,314.8,314.8
7177,250082,SULPHUR SPRINGS 1 1,250098,SULPHUR SPRINGS 2 1,1,Closed,Line,NO,0.00347,0.02082,0.03581,314.8,314.8,314.8
7178,240247,NOLAN 5 1,240216,NOLAN 3 2,1,Closed,Line,NO,0.00358,0.01702,0.00375,314.899993,314.899993,314.899993
7179,120302,RIO MEDINA 4 1,120022,RIO MEDINA 1 1,1,Closed,Line,NO,0.01126,0.03664,0.01822,314.899993,314.899993,314.899993
7180,240085,KNICKERBOCKER 2 1,240086,KNICKERBOCKER 3 1,1,Closed,Line,NO,0.01105,0.04975,0.01417,314.899993,314.899993,314.899993
7181,240247,NOLAN 5 1,240216,NOLAN 3 2,2,Closed,Line,NO,0.00358,0.01702,0.00375,314.899993,314.899993,314.899993
7182,160113,VICTORIA 2 1,160193,VICTORIA 10 2,1,Closed,Line,NO,0.00089,0.00514,0.00295,314.899993,314.899993,314.899993
7183,250292,PALESTINE 4 1,250180,PALESTINE 1 1,1,Closed,Line,NO,0.00185,0.01052,0.02075,314.899993,314.899993,314.899993
7184,120177,DEVINE 4 1,120038,MOORE 1 1,1,Closed,Line,NO,0.00563,0.02906,0.01109,315.00001,315.00001,315.00001
7185,240111,ART 1 1,240110,BRADY 2 1,1,Closed,Line,NO,0.01365,0.0655,0.02012,315.00001,315.00001,315.00001
7186,111182,GALENA PARK 18 1,111379,GALENA PARK 22 1,1,Closed,Line,NO,0.0017,0.00968,0.0368,315.00001,315.00001,315.00001
7187,260186,HILLSBORO 2 2,260012,MILFORD 1 1,2,Closed,Line,NO,0.00574,0.03299,0.0134,315.00001,315.00001,315.00001
7188,260186,HILLSBORO 2 2,260012,MILFORD 1 1,1,Closed,Line,NO,0.00574,0.03299,0.0134,315.00001,315.00001,315.00001
7189,150516,WINDTHORST 4 1,150517,WINDTHORST 4 2,1,Closed,Transformer,YES,0.00102,0.02806,0,315.100002,315.100002,315.100002
7190,240018,MOUNTAIN HOME 4 1,120116,MOUNTAIN HOME 1 1,1,Closed,Line,NO,0.00766,0.04517,0.0121,315.100002,315.100002,315.100002
7191,120098,HUNT 1 1,120116,MOUNTAIN HOME 1 1,1,Closed,Line,NO,0.00502,0.0324,0.02613,315.100002,315.100002,315.100002
7192,250224,TYLER 13 2,250200,TYLER 4 1,1,Closed,Line,NO,0.00155,0.00913,0.00198,315.100002,315.100002,315.100002
7193,230020,LA GRANGE 2 1,230076,GIDDINGS 4 1,1,Closed,Line,NO,0.00666,0.03338,0.00746,315.199995,315.199995,315.199995
7194,130143,DUNCANVILLE 13 1,130141,DUNCANVILLE 12 1,2,Closed,Line,NO,0.0011,0.00619,0.00745,315.199995,315.199995,315.199995
7195,130143,DUNCANVILLE 13 1,130141,DUNCANVILLE 12 1,1,Closed,Line,NO,0.0011,0.00619,0.00745,315.199995,315.199995,315.199995
7196,270002,STONEWALL 2 2,270011,HYE 2 1,1,Closed,Line,NO,0.00471,0.02833,0.0299,315.199995,315.199995,315.199995
7197,150006,WICHITA FALLS 1 1,150354,WICHITA FALLS 6 1,1,Closed,Line,NO,0.00103,0.00566,0.01535,315.300012,315.300012,315.300012
7198,200063,HIDALGO 2 1,200121,HIDALGO 3 1,1,Closed,Line,NO,0.00242,0.0157,0.00859,315.300012,315.300012,315.300012
7199,110970,PINEHURST 4 1,230051,PRAIRIE VIEW 2 1,2,Closed,Line,NO,0.00631,0.03528,0.06404,315.300012,315.300012,315.300012
7200,110970,PINEHURST 4 1,230051,PRAIRIE VIEW 2 1,1,Closed,Line,NO,0.00631,0.03528,0.06404,315.300012,315.300012,315.300012
7201,250215,TYLER 8 1,250206,WINONA 3 1,1,Closed,Line,NO,0.00269,0.01165,0.02229,315.400004,315.400004,315.400004
7202,190013,AMARILLO 4 1,190001,AMARILLO 1 1,1,Closed,Line,NO,0.00543,0.03403,0.01105,315.499997,315.499997,315.499997
7203,160148,CORPUS CHRISTI 14 1,160159,CORPUS CHRISTI 24 1,1,Closed,Line,NO,0.00102,0.00537,0.00612,315.499997,315.499997,315.499997
7204,150401,ALEDO 7 1,150402,CRESSON 5 1,2,Closed,Line,NO,0.00235,0.01365,0.02412,315.499997,315.499997,315.499997
7205,150401,ALEDO 7 1,150402,CRESSON 5 1,1,Closed,Line,NO,0.00235,0.01365,0.02412,315.499997,315.499997,315.499997
7206,240011,ROOSEVELT 1 1,240018,MOUNTAIN HOME 4 1,1,Closed,Line,NO,0.01819,0.08407,0.03338,315.59999,315.59999,315.59999
7207,111189,CYPRESS 54 1,111195,CYPRESS 54 7,1,Closed,Transformer,YES,0.0007,0.04227,0,315.59999,315.59999,315.59999
7208,190095,AMARILLO 18 1,190102,AMARILLO 25 1,1,Closed,Line,NO,0.00207,0.01397,0.00348,315.59999,315.59999,315.59999
7209,111073,HUMBLE 12 2,111072,HUMBLE 12 1,1,Closed,Transformer,YES,0.00231,0.0611,0,315.700006,315.700006,315.700006
7210,190200,TAHOKA 1 1,190122,ODONNELL 2 2,1,Closed,Line,NO,0.00941,0.06482,0.01992,315.700006,315.700006,315.700006
7211,170198,ALLEN 7 2,170197,ALLEN 7 1,1,Closed,Transformer,YES,0.00195,0.04809,0,315.700006,315.700006,315.700006
7212,270070,SMILEY 1 1,270078,NORDHEIM 2 1,1,Closed,Line,NO,0.00783,0.04778,0.02594,315.700006,315.700006,315.700006
7213,111189,CYPRESS 54 1,111194,CYPRESS 54 6,1,Closed,Transformer,YES,0.00046,0.02712,0,315.799999,315.799999,315.799999
7214,130034,WORTHAM 1 1,250112,KIRVIN 3 1,1,Closed,Line,NO,0.00287,0.01722,0.02316,315.799999,315.799999,315.799999
7215,150126,CADDO 1 1,150124,BRECKENRIDGE 1 1,1,Closed,Line,NO,0.00924,0.05456,0.0241,315.799999,315.799999,315.799999
7216,140291,ROUND ROCK 15 1,140378,ROUND ROCK 16 1,1,Closed,Line,NO,0.0019,0.01388,0.00409,315.899992,315.899992,315.899992
7217,160248,GREGORY 3 2,160187,GREGORY 2 1,1,Closed,Line,NO,0.0014,0.00977,0.00791,315.899992,315.899992,315.899992
7218,120032,RIO MEDINA 2 2,120022,RIO MEDINA 1 1,1,Closed,Line,NO,0.00436,0.02487,0.00513,316.000009,316.000009,316.000009
7219,200005,DONNA 1 1,200010,WESLACO 5 1,1,Closed,Line,NO,0.00364,0.0155,0.01456,316.000009,316.000009,316.000009
7220,110130,EAGLE LAKE 1 1,110118,ALTAIR 1 1,2,Closed,Line,NO,0.00486,0.02074,0.03121,316.000009,316.000009,316.000009
7221,110130,EAGLE LAKE 1 1,110118,ALTAIR 1 1,1,Closed,Line,NO,0.00486,0.02074,0.03121,316.000009,316.000009,316.000009
7222,110366,CONROE 10 2,110365,CONROE 10 1,1,Closed,Transformer,YES,0.00079,0.02384,0,316.000009,316.000009,316.000009
7223,110998,BELLAIRE 31 1,111174,SUGAR LAND 76 1,2,Closed,Line,NO,0.00213,0.01227,0.04827,316.100001,316.100001,316.100001
