,UID,From Bus,From Name,To Bus,To Name,Circuit,Status,Branch Device Type,Xfrmr,R,X,B,Cont Rating,Lim MVA B,Lim MVA C
7921,7922,110788,HOUSTON_31_1,110793,HOUSTON_34_1,1,Closed,Line,NO,0.00055,0.00412,0.008740000000000001,354.399991,354.399991,354.399991
7922,7923,150443,GRANBURY_10_1,150445,GRANBURY_10_3,1,Closed,Transformer,YES,0.00057,0.03488,0.0,354.6,354.6,354.6
7923,7924,220227,LAMESA_2_1,220228,LAMESA_2_2,1,Closed,Transformer,YES,0.00093,0.0307,0.0,354.90000200000003,354.90000200000003,354.90000200000003
7924,7925,160215,POINT_COMFORT_5_1,160221,POINT_COMFORT_5_7,1,Closed,Transformer,YES,0.00066,0.04186,0.0,354.999995,354.999995,354.999995
7925,7926,120511,KNIPPA_4_1,120512,KNIPPA_4_2,1,Closed,Transformer,YES,0.0009699999999999999,0.02575,0.0,355.100012,355.100012,355.100012
7926,7927,160215,POINT_COMFORT_5_1,160220,POINT_COMFORT_5_6,1,Closed,Transformer,YES,0.00043,0.027260000000000003,0.0,355.39999,355.39999,355.39999
7927,7928,111261,TEXAS_CITY_6_1,111294,TEXAS_CITY_8_2,2,Closed,Line,NO,0.0015199999999999999,0.00899,0.00318,355.500007,355.500007,355.500007
7928,7929,111261,TEXAS_CITY_6_1,111294,TEXAS_CITY_8_2,1,Closed,Line,NO,0.0015199999999999999,0.00899,0.00318,355.500007,355.500007,355.500007
7929,7930,110122,LA_WARD_1_1,160169,POINT_COMFORT_3_1,2,Closed,Line,NO,0.00607,0.035910000000000004,0.059079999999999994,355.500007,355.500007,355.500007
7930,7931,110122,LA_WARD_1_1,160169,POINT_COMFORT_3_1,1,Closed,Line,NO,0.00607,0.035910000000000004,0.059079999999999994,355.500007,355.500007,355.500007
7931,7932,160215,POINT_COMFORT_5_1,160219,POINT_COMFORT_5_5,1,Closed,Transformer,YES,0.00075,0.032,0.0,355.500007,355.500007,355.500007
7932,7933,240249,MERKEL_5_1,240250,MERKEL_5_2,1,Closed,Transformer,YES,0.0016699999999999998,0.04686,0.0,355.999994,355.999994,355.999994
7933,7934,150511,JACKSBORO_3_1,150512,JACKSBORO_3_2,1,Closed,Transformer,YES,0.00156,0.04285,0.0,355.999994,355.999994,355.999994
7934,7935,220150,IRAAN_3_1,220244,MC_CAMEY_8_1,1,Closed,Line,NO,0.00339,0.015569999999999999,0.011470000000000001,356.200004,356.200004,356.200004
7935,7936,190113,IRA_3_2,190112,IRA_3_1,1,Closed,Transformer,YES,0.00067,0.03605,0.0,356.200004,356.200004,356.200004
7936,7937,150506,MUENSTER_5_1,150507,MUENSTER_5_2,1,Closed,Transformer,YES,0.00122,0.03779,0.0,356.200004,356.200004,356.200004
7937,7938,120327,SAN_ANTONIO_31_2,120326,SAN_ANTONIO_31_1,1,Closed,Transformer,YES,0.0016899999999999999,0.038489999999999996,0.0,356.399989,356.399989,356.399989
7938,7939,120150,BOERNE_6_1,120211,BOERNE_10_1,1,Closed,Line,NO,0.0030399999999999997,0.01493,0.01239,356.800008,356.800008,356.800008
7939,7940,160215,POINT_COMFORT_5_1,160218,POINT_COMFORT_5_4,1,Closed,Transformer,YES,0.00027,0.022080000000000002,0.0,357.200003,357.200003,357.200003
7940,7941,240218,TYE_3_1,240219,TYE_3_2,1,Closed,Transformer,YES,0.00118,0.030430000000000002,0.0,357.399988,357.399988,357.399988
7941,7942,270181,NEW_BRAUNFELS_12_3,270180,NEW_BRAUNFELS_12_2,1,Closed,Transformer,YES,0.00134,0.042980000000000004,0.0,357.399988,357.399988,357.399988
7942,7943,160081,BEEVILLE_2_2,160080,BEEVILLE_2_1,1,Closed,Transformer,YES,0.00042,0.030489999999999996,0.0,357.500005,357.500005,357.500005
7943,7944,111403,BELLAIRE_43_1,111404,BELLAIRE_43_2,1,Closed,Transformer,YES,0.00162,0.0394,0.0,358.100009,358.100009,358.100009
7944,7945,220229,MC_CAMEY_5_1,220230,MC_CAMEY_5_2,1,Closed,Transformer,YES,0.00141,0.04489,0.0,358.200002,358.200002,358.200002
7945,7946,150527,OKLAUNION_2_2,150116,OKLAUNION_1_1,1,Closed,Line,NO,0.00216,0.01006,0.00259,358.200002,358.200002,358.200002
7946,7947,220175,BIG_SPRING_10_1,220176,BIG_SPRING_10_2,1,Closed,Transformer,YES,0.00095,0.028339999999999997,0.0,358.29999399999997,358.29999399999997,358.29999399999997
7947,7948,160215,POINT_COMFORT_5_1,160217,POINT_COMFORT_5_3,1,Closed,Transformer,YES,0.00073,0.03887,0.0,358.500004,358.500004,358.500004
7948,7949,150343,KENNEDALE_7_3,150342,KENNEDALE_7_2,1,Closed,Transformer,YES,0.00137,0.039330000000000004,0.0,358.59999700000003,358.59999700000003,358.59999700000003
7949,7950,240277,HERMLEIGH_4_2,240276,HERMLEIGH_4_1,1,Closed,Transformer,YES,0.0005,0.033339999999999995,0.0,358.699989,358.699989,358.699989
7950,7951,220158,IRAAN_4_2,220150,IRAAN_3_1,1,Closed,Line,NO,0.00394,0.02137,0.02586,358.89999900000004,358.89999900000004,358.89999900000004
7951,7952,200191,RIO_HONDO_4_2,200190,RIO_HONDO_4_1,1,Closed,Transformer,YES,0.0005200000000000001,0.03644,0.0,359.100008,359.100008,359.100008
7952,7953,120441,ELMENDORF_11_2,120330,ELMENDORF_8_1,2,Closed,Line,NO,0.0025,0.01217,0.015119999999999998,359.100008,359.100008,359.100008
7953,7954,120441,ELMENDORF_11_2,120330,ELMENDORF_8_1,1,Closed,Line,NO,0.0025,0.01217,0.015119999999999998,359.100008,359.100008,359.100008
7954,7955,250353,TRINIDAD_5_2,250318,TRINIDAD_2_1,1,Closed,Line,NO,0.0012900000000000001,0.00796,0.00585,359.500003,359.500003,359.500003
7955,7956,150115,VERNON_1_1,150116,OKLAUNION_1_1,1,Closed,Line,NO,0.0075,0.050839999999999996,0.016280000000000003,359.599996,359.599996,359.599996
7956,7957,150495,BRYSON_1_1,150496,BRYSON_1_2,1,Closed,Transformer,YES,0.00075,0.02976,0.0,359.800005,359.800005,359.800005
7957,7958,160215,POINT_COMFORT_5_1,160216,POINT_COMFORT_5_2,1,Closed,Transformer,YES,0.00063,0.03362,0.0,359.899998,359.899998,359.899998
7958,7959,270225,DUNCANVILLE_14_1,130051,DALLAS_5_1,4,Closed,Line,NO,0.0001,0.004,0.03,359.99998999999997,359.99998999999997,359.99998999999997
7959,7960,270225,DUNCANVILLE_14_1,130051,DALLAS_5_1,3,Closed,Line,NO,0.0001,0.004,0.03,359.99998999999997,359.99998999999997,359.99998999999997
7960,7961,270225,DUNCANVILLE_14_1,130051,DALLAS_5_1,2,Closed,Line,NO,0.0001,0.004,0.03,359.99998999999997,359.99998999999997,359.99998999999997
7961,7962,270225,DUNCANVILLE_14_1,130051,DALLAS_5_1,1,Closed,Line,NO,0.0001,0.004,0.03,359.99998999999997,359.99998999999997,359.99998999999997
7962,7963,220168,FORSAN_3_1,220169,FORSAN_3_2,1,Closed,Transformer,YES,0.00143,0.04381,0.0,360.100007,360.100007,360.100007
7963,7964,140214,MANCHACA_7_2,140199,MANCHACA_3_1,2,Closed,Line,NO,0.0021,0.01295,0.00735,360.2,360.2,360.2
7964,7965,140214,MANCHACA_7_2,140199,MANCHACA_3_1,1,Closed,Line,NO,0.0021,0.01295,0.00735,360.2,360.2,360.2
7965,7966,140323,CEDAR_PARK_25_1,140328,CEDAR_PARK_25_6,1,Closed,Transformer,YES,0.00054,0.037219999999999996,0.0,360.29999300000003,360.29999300000003,360.29999300000003
7966,7967,110788,HOUSTON_31_1,111379,GALENA_PARK_22_1,2,Closed,Line,NO,0.00298,0.01444,0.03327,360.400009,360.400009,360.400009
7967,7968,110788,HOUSTON_31_1,111379,GALENA_PARK_22_1,1,Closed,Line,NO,0.00298,0.01444,0.03327,360.400009,360.400009,360.400009
7968,7969,111362,WHARTON_3_1,111369,WHARTON_3_8,1,Closed,Transformer,YES,0.0006799999999999999,0.04168,0.0,360.70001099999996,360.70001099999996,360.70001099999996
7969,7970,111362,WHARTON_3_1,111368,WHARTON_3_7,1,Closed,Transformer,YES,0.00072,0.0432,0.0,360.800004,360.800004,360.800004
7970,7971,111362,WHARTON_3_1,111367,WHARTON_3_6,1,Closed,Transformer,YES,0.0005099999999999999,0.03293,0.0,361.100006,361.100006,361.100006
7971,7972,250113,NEW_SUMMERFIELD_1_1,250311,MOUNT_ENTERPRISE_3_1,1,Closed,Line,NO,0.0039,0.02264,0.08939,361.19999900000005,361.19999900000005,361.19999900000005
7972,7973,260129,MANSFIELD_8_2,260128,MANSFIELD_8_1,1,Closed,Transformer,YES,0.0008699999999999999,0.0279,0.0,361.400008,361.400008,361.400008
7973,7974,111058,SPRING_27_2,111057,SPRING_27_1,1,Closed,Transformer,YES,0.00093,0.02665,0.0,361.599994,361.599994,361.599994
7974,7975,110065,KENDLETON_1_1,110729,GUY_1_1,2,Closed,Line,NO,0.00663,0.03007,0.05065,361.599994,361.599994,361.599994
7975,7976,110065,KENDLETON_1_1,110729,GUY_1_1,1,Closed,Line,NO,0.00663,0.03007,0.05065,361.599994,361.599994,361.599994
7976,7977,240240,LORAINE_2_1,240241,LORAINE_2_2,1,Closed,Transformer,YES,0.00133,0.039580000000000004,0.0,362.199998,362.199998,362.199998
7977,7978,240224,MARYNEAL_1_1,240225,MARYNEAL_1_2,1,Closed,Transformer,YES,0.00098,0.031010000000000003,0.0,362.29999100000003,362.29999100000003,362.29999100000003
7978,7979,160265,POINT_COMFORT_6_2,160169,POINT_COMFORT_3_1,2,Closed,Line,NO,0.00149,0.00848,0.0033299999999999996,362.29999100000003,362.29999100000003,362.29999100000003
7979,7980,160265,POINT_COMFORT_6_2,160169,POINT_COMFORT_3_1,1,Closed,Line,NO,0.00149,0.00848,0.0033299999999999996,362.29999100000003,362.29999100000003,362.29999100000003
7980,7981,240300,WEINERT_3_2,240299,WEINERT_3_1,1,Closed,Transformer,YES,0.00026000000000000003,0.0197,0.0,362.5,362.5,362.5
7981,7982,111311,PASADENA_7_2,111379,GALENA_PARK_22_1,2,Closed,Line,NO,0.00116,0.00762,0.00639,362.59999300000004,362.59999300000004,362.59999300000004
7982,7983,111311,PASADENA_7_2,111379,GALENA_PARK_22_1,1,Closed,Line,NO,0.00116,0.00762,0.00639,362.59999300000004,362.59999300000004,362.59999300000004
7983,7984,111173,SUGAR_LAND_75_3,111172,SUGAR_LAND_75_2,1,Closed,Transformer,YES,0.00114,0.02781,0.0,362.89999500000005,362.89999500000005,362.89999500000005
7984,7985,190059,CHILDRESS_2_2,190052,CHILDRESS_1_1,1,Closed,Line,NO,0.0015,0.00856,0.013919999999999998,362.89999500000005,362.89999500000005,362.89999500000005
7985,7986,111245,BAYTOWN_12_1,111246,BAYTOWN_12_2,1,Closed,Transformer,YES,0.0011300000000000001,0.02673,0.0,363.199997,363.199997,363.199997
7986,7987,150509,ODELL_1_1,150510,ODELL_1_2,1,Closed,Transformer,YES,0.00161,0.04488,0.0,363.199997,363.199997,363.199997
7987,7988,111362,WHARTON_3_1,111366,WHARTON_3_5,1,Closed,Transformer,YES,0.0007599999999999999,0.04487,0.0,363.400006,363.400006,363.400006
7988,7989,170191,SACHSE_6_2,170190,SACHSE_6_1,1,Closed,Transformer,YES,0.00122,0.03746,0.0,363.499999,363.499999,363.499999
7989,7990,140102,SPICEWOOD_4_2,140101,SPICEWOOD_4_1,1,Closed,Transformer,YES,0.0016600000000000002,0.04398,0.0,363.599992,363.599992,363.599992
7990,7991,111300,FREEPORT_2_1,111304,FREEPORT_2_5,1,Closed,Transformer,YES,0.00056,0.02997,0.0,363.700008,363.700008,363.700008
7991,7992,111300,FREEPORT_2_1,111303,FREEPORT_2_4,1,Closed,Transformer,YES,0.00047999999999999996,0.024730000000000002,0.0,363.700008,363.700008,363.700008
7992,7993,111300,FREEPORT_2_1,111302,FREEPORT_2_3,1,Closed,Transformer,YES,0.00049,0.02695,0.0,363.899994,363.899994,363.899994
7993,7994,170520,LAVON_5_1,170525,LAVON_5_6,1,Closed,Transformer,YES,0.0005,0.03211,0.0,364.00001000000003,364.00001000000003,364.00001000000003
7994,7995,170520,LAVON_5_1,170522,LAVON_5_3,1,Closed,Transformer,YES,0.00056,0.03596,0.0,364.199996,364.199996,364.199996
7995,7996,190164,UMBARGER_4_2,190163,UMBARGER_4_1,1,Closed,Transformer,YES,0.00078,0.033089999999999994,0.0,364.29998900000004,364.29998900000004,364.29998900000004
7996,7997,130114,DALLAS_21_2,130113,DALLAS_21_1,1,Closed,Transformer,YES,0.00221,0.06656000000000001,0.0,364.29998900000004,364.29998900000004,364.29998900000004
7997,7998,220182,FORSAN_6_1,220183,FORSAN_6_2,1,Closed,Transformer,YES,0.00114,0.030369999999999998,0.0,364.70000699999997,364.70000699999997,364.70000699999997
7998,7999,220194,FORT_STOCKTON_3_1,220195,FORT_STOCKTON_3_2,1,Closed,Transformer,YES,0.00172,0.05434,0.0,364.8,364.8,364.8
7999,8000,111353,TEXAS_CITY_9_1,111358,TEXAS_CITY_9_6,1,Closed,Transformer,YES,0.00045999999999999996,0.03291,0.0,365.499997,365.499997,365.499997
8000,8001,210353,PRIDDY_4_2,210352,PRIDDY_4_1,1,Closed,Transformer,YES,0.0006799999999999999,0.027460000000000002,0.0,365.799999,365.799999,365.799999
8001,8002,111353,TEXAS_CITY_9_1,111354,TEXAS_CITY_9_2,1,Closed,Transformer,YES,0.00041,0.02396,0.0,365.899992,365.899992,365.899992
8002,8003,240290,DEL_RIO_10_1,240291,DEL_RIO_10_2,1,Closed,Transformer,YES,0.00109,0.03547,0.0,366.000009,366.000009,366.000009
8003,8004,190176,ENOCHS_1_1,190177,ENOCHS_1_2,1,Closed,Transformer,YES,0.00148,0.0486,0.0,366.000009,366.000009,366.000009
8004,8005,170538,PARIS_6_1,170541,PARIS_6_4,1,Closed,Transformer,YES,0.0009400000000000001,0.04233,0.0,366.300011,366.300011,366.300011
8005,8006,170538,PARIS_6_1,170540,PARIS_6_3,1,Closed,Transformer,YES,0.00026000000000000003,0.01464,0.0,366.499996,366.499996,366.499996
8006,8007,130037,BALCH_SPRINGS_2_1,130358,FORNEY_3_2,1,Closed,Line,NO,0.00373,0.0217,0.02153,366.70000600000003,366.70000600000003,366.70000600000003
8007,8008,160215,POINT_COMFORT_5_1,160223,POINT_COMFORT_5_9,1,Closed,Transformer,YES,0.00067,0.040510000000000004,0.0,366.70000600000003,366.70000600000003,366.70000600000003
8008,8009,240281,KNICKERBOCKER_7_1,240282,KNICKERBOCKER_7_2,1,Closed,Transformer,YES,0.00117,0.03327,0.0,366.799998,366.799998,366.799998
8009,8010,220233,MC_CAMEY_6_1,220234,MC_CAMEY_6_2,1,Closed,Transformer,YES,0.00106,0.03279,0.0,367.499995,367.499995,367.499995
8010,8011,220197,GOLDSMITH_5_1,220199,GOLDSMITH_5_3,1,Closed,Transformer,YES,0.00146,0.04912,0.0,367.700005,367.700005,367.700005
8011,8012,220197,GOLDSMITH_5_1,220198,GOLDSMITH_5_2,1,Closed,Transformer,YES,0.0015199999999999999,0.03875,0.0,368.600011,368.600011,368.600011
8012,8013,220177,IRAAN_5_1,220178,IRAAN_5_2,1,Closed,Transformer,YES,0.00139,0.042210000000000004,0.0,368.700004,368.700004,368.700004
8013,8014,240251,SILVER_2_1,240255,SILVER_2_5,1,Closed,Transformer,YES,0.00025,0.01234,0.0,369.09999799999997,369.09999799999997,369.09999799999997
8014,8015,130082,MESQUITE_3_1,130175,MESQUITE_16_1,1,Closed,Line,NO,0.00126,0.009609999999999999,0.00586,369.09999799999997,369.09999799999997,369.09999799999997
8015,8016,190168,SILVERTON_1_1,190169,SILVERTON_1_2,1,Closed,Transformer,YES,0.00125,0.03683,0.0,369.400001,369.400001,369.400001
8016,8017,170538,PARIS_6_1,170542,PARIS_6_5,1,Closed,Transformer,YES,0.00022,0.01235,0.0,369.400001,369.400001,369.400001
8017,8018,190059,CHILDRESS_2_2,190058,CHILDRESS_2_1,1,Closed,Transformer,YES,0.0006799999999999999,0.03932,0.0,369.60001,369.60001,369.60001
8018,8019,190166,GOREE_1_1,190167,GOREE_1_2,1,Closed,Transformer,YES,0.0015400000000000001,0.04414,0.0,369.799995,369.799995,369.799995
8019,8020,120356,BULVERDE_7_1,120352,BULVERDE_6_2,2,Closed,Line,NO,0.00281,0.01786,0.011640000000000001,370.000005,370.000005,370.000005
8020,8021,120356,BULVERDE_7_1,120352,BULVERDE_6_2,1,Closed,Line,NO,0.00281,0.01786,0.011640000000000001,370.000005,370.000005,370.000005
8021,8022,130127,COPPELL_1_2,130126,COPPELL_1_1,1,Closed,Transformer,YES,0.00137,0.04408,0.0,370.09999799999997,370.09999799999997,370.09999799999997
8022,8023,240235,ABILENE_7_2,240234,ABILENE_7_1,1,Closed,Transformer,YES,0.00014,0.01005,0.0,370.300007,370.300007,370.300007
8023,8024,190133,PANHANDLE_5_1,190134,PANHANDLE_5_2,1,Closed,Transformer,YES,0.0007700000000000001,0.02769,0.0,370.300007,370.300007,370.300007
8024,8025,190128,WHITE_DEER_1_2,190127,WHITE_DEER_1_1,1,Closed,Transformer,YES,0.00066,0.03178,0.0,370.600009,370.600009,370.600009
8025,8026,111394,BACLIFF_3_2,110458,LEAGUE_CITY_4_1,2,Closed,Line,NO,0.0035700000000000003,0.02365,0.0114,370.700002,370.700002,370.700002
8026,8027,111394,BACLIFF_3_2,110458,LEAGUE_CITY_4_1,1,Closed,Line,NO,0.0035700000000000003,0.02365,0.0114,370.700002,370.700002,370.700002
8027,8028,220154,IMPERIAL_2_1,220156,IMPERIAL_2_3,1,Closed,Transformer,YES,0.00053,0.03622,0.0,370.900011,370.900011,370.900011
8028,8029,190117,MCADOO_1_1,190118,MCADOO_1_2,1,Closed,Transformer,YES,0.00206,0.048780000000000004,0.0,370.900011,370.900011,370.900011
8029,8030,200194,HARGILL_5_2,200193,HARGILL_5_1,1,Closed,Transformer,YES,0.00044,0.02721,0.0,371.000004,371.000004,371.000004
8030,8031,240145,MORAN_1_1,150125,BRECKENRIDGE_2_1,2,Closed,Line,NO,0.011000000000000001,0.06932999999999999,0.02109,372.49998999999997,372.49998999999997,372.49998999999997
8031,8032,240145,MORAN_1_1,150125,BRECKENRIDGE_2_1,1,Closed,Line,NO,0.011000000000000001,0.06932999999999999,0.02109,372.49998999999997,372.49998999999997,372.49998999999997
8032,8033,160247,GREGORY_3_1,160251,GREGORY_3_5,1,Closed,Transformer,YES,0.00045999999999999996,0.03601,0.0,372.600007,372.600007,372.600007
8033,8034,250113,NEW_SUMMERFIELD_1_1,250346,REKLAW_4_2,1,Closed,Line,NO,0.00425,0.022330000000000003,0.012629999999999999,372.600007,372.600007,372.600007
8034,8035,180118,OILTON_5_1,180119,OILTON_5_2,1,Closed,Transformer,YES,0.00105,0.030660000000000003,0.0,372.7,372.7,372.7
8035,8036,240209,TRENT_1_2,240208,TRENT_1_1,1,Closed,Transformer,YES,0.00057,0.026310000000000004,0.0,373.000002,373.000002,373.000002
8036,8037,220158,IRAAN_4_2,220157,IRAAN_4_1,1,Closed,Transformer,YES,0.00045999999999999996,0.02424,0.0,373.09999500000004,373.09999500000004,373.09999500000004
8037,8038,210326,WHITNEY_5_1,210331,WHITNEY_5_6,1,Closed,Transformer,YES,0.00059,0.02825,0.0,373.20001099999996,373.20001099999996,373.20001099999996
8038,8039,110501,FULSHEAR_1_2,110500,FULSHEAR_1_1,1,Closed,Transformer,YES,0.0021100000000000003,0.04754,0.0,373.20001099999996,373.20001099999996,373.20001099999996
8039,8040,150519,SEYMOUR_3_1,150520,SEYMOUR_3_2,1,Closed,Transformer,YES,0.00064,0.02162,0.0,373.600006,373.600006,373.600006
8040,8041,140372,WEST_POINT_3_1,140375,WEST_POINT_3_4,1,Closed,Transformer,YES,0.00047999999999999996,0.0292,0.0,373.69999900000005,373.69999900000005,373.69999900000005
8041,8042,180125,GRULLA_2_2,180124,GRULLA_2_1,1,Closed,Transformer,YES,0.0004,0.02775,0.0,374.099994,374.099994,374.099994
8042,8043,260048,IRVING_6_2,260047,IRVING_6_1,1,Closed,Transformer,YES,0.00151,0.045739999999999996,0.0,374.60000499999995,374.60000499999995,374.60000499999995
8043,8044,190138,MOBEETIE_1_1,190139,MOBEETIE_1_2,11,Closed,Transformer,YES,0.0,0.01,0.0,375.20000899999997,375.20000899999997,375.20000899999997
8044,8045,260045,CEDAR_HILL_2_2,260044,CEDAR_HILL_2_1,2,Closed,Transformer,YES,0.0008900000000000001,0.02376,0.0,375.20000899999997,375.20000899999997,375.20000899999997
8045,8046,260045,CEDAR_HILL_2_2,260044,CEDAR_HILL_2_1,1,Closed,Transformer,YES,0.0008900000000000001,0.02376,0.0,375.20000899999997,375.20000899999997,375.20000899999997
8046,8047,140372,WEST_POINT_3_1,140374,WEST_POINT_3_3,1,Closed,Transformer,YES,0.0003,0.01825,0.0,375.300002,375.300002,375.300002
8047,8048,230273,MUMFORD_2_1,230275,MUMFORD_2_3,1,Closed,Transformer,YES,0.00084,0.03995,0.0,375.300002,375.300002,375.300002
8048,8049,190158,FLUVANNA_3_1,190159,FLUVANNA_3_2,1,Closed,Transformer,YES,0.0007099999999999999,0.02295,0.0,375.39999500000005,375.39999500000005,375.39999500000005
8049,8050,220218,SARAGOSA_2_1,220219,SARAGOSA_2_2,1,Closed,Transformer,YES,0.00162,0.04405,0.0,375.600004,375.600004,375.600004
8050,8051,140338,DEL_VALLE_10_1,140343,DEL_VALLE_10_6,1,Closed,Transformer,YES,0.00039,0.02427,0.0,375.699997,375.699997,375.699997
8051,8052,190197,FLUVANNA_4_1,190198,FLUVANNA_4_2,1,Closed,Transformer,YES,0.00118,0.033460000000000004,0.0,375.699997,375.699997,375.699997
8052,8053,140338,DEL_VALLE_10_1,140342,DEL_VALLE_10_5,1,Closed,Transformer,YES,0.00064,0.03873,0.0,375.79999,375.79999,375.79999
8053,8054,140338,DEL_VALLE_10_1,140341,DEL_VALLE_10_4,1,Closed,Transformer,YES,0.00067,0.044469999999999996,0.0,376.50001000000003,376.50001000000003,376.50001000000003
8054,8055,130298,DALLAS_42_2,130297,DALLAS_42_1,2,Closed,Transformer,YES,0.00109,0.03347,0.0,376.699996,376.699996,376.699996
8055,8056,130298,DALLAS_42_2,130297,DALLAS_42_1,1,Closed,Transformer,YES,0.00109,0.03347,0.0,376.699996,376.699996,376.699996
8056,8057,240295,DOOLE_1_1,240296,DOOLE_1_2,1,Closed,Transformer,YES,0.00075,0.02122,0.0,376.79998900000004,376.79998900000004,376.79998900000004
8057,8058,120440,ELMENDORF_11_1,120443,ELMENDORF_11_4,1,Closed,Transformer,YES,0.0007099999999999999,0.03832,0.0,376.999998,376.999998,376.999998
8058,8059,111284,CLUTE_5_1,111288,CLUTE_5_5,1,Closed,Transformer,YES,0.00055,0.03585,0.0,377.50001000000003,377.50001000000003,377.50001000000003
8059,8060,130303,FERRIS_2_1,130333,RED_OAK_11_1,1,Closed,Line,NO,0.00223,0.01281,0.05364,377.600002,377.600002,377.600002
8060,8061,111284,CLUTE_5_1,111287,CLUTE_5_4,1,Closed,Transformer,YES,0.00043,0.03121,0.0,378.09999,378.09999,378.09999
8061,8062,270155,SAN_MARCOS_2_3,270154,SAN_MARCOS_2_2,1,Closed,Transformer,YES,0.00073,0.02375,0.0,378.09999,378.09999,378.09999
8062,8063,210251,LIBERTY_HILL_7_2,210250,LIBERTY_HILL_7_1,1,Closed,Transformer,YES,0.00103,0.03422,0.0,378.299999,378.299999,378.299999
8063,8064,110459,LEAGUE_CITY_4_2,110458,LEAGUE_CITY_4_1,1,Closed,Transformer,YES,0.00137,0.0376,0.0,378.60000099999996,378.60000099999996,378.60000099999996
8064,8065,111284,CLUTE_5_1,111286,CLUTE_5_3,1,Closed,Transformer,YES,0.00032,0.01725,0.0,378.699994,378.699994,378.699994
8065,8066,120440,ELMENDORF_11_1,120442,ELMENDORF_11_3,1,Closed,Transformer,YES,0.00044,0.02369,0.0,378.90000299999997,378.90000299999997,378.90000299999997
8066,8067,190148,ADRIAN_1_1,190149,ADRIAN_1_2,1,Closed,Transformer,YES,0.0013800000000000002,0.03132,0.0,379.099989,379.099989,379.099989
8067,8068,160196,NURSERY_3_1,160199,NURSERY_3_4,1,Closed,Transformer,YES,0.00047999999999999996,0.029289999999999997,0.0,379.099989,379.099989,379.099989
8068,8069,111362,WHARTON_3_1,111365,WHARTON_3_4,1,Closed,Transformer,YES,0.0009699999999999999,0.04587,0.0,379.299998,379.299998,379.299998
8069,8070,240274,STERLING_CITY_3_2,240273,STERLING_CITY_3_1,1,Closed,Transformer,YES,0.00028,0.01913,0.0,379.80001,379.80001,379.80001
8070,8071,111362,WHARTON_3_1,111364,WHARTON_3_3,1,Closed,Transformer,YES,0.00082,0.04061,0.0,379.999995,379.999995,379.999995
8071,8072,110973,SPRING_17_2,110982,SPRING_20_1,1,Closed,Line,NO,0.0012900000000000001,0.009059999999999999,0.01241,379.999995,307.399988,307.399988
8072,8073,150266,KELLER_6_2,150272,KELLER_10_1,2,Closed,Line,NO,0.0013,0.006999999999999999,0.01027,380.500007,380.500007,380.500007
8073,8074,150266,KELLER_6_2,150272,KELLER_10_1,1,Closed,Line,NO,0.0013,0.006999999999999999,0.01027,380.500007,380.500007,380.500007
8074,8075,160302,GREGORY_4_1,160303,GREGORY_4_2,1,Closed,Transformer,YES,0.0008699999999999999,0.02537,0.0,380.90000200000003,380.90000200000003,380.90000200000003
8075,8076,220160,ODESSA_19_1,220163,ODESSA_19_4,1,Closed,Transformer,YES,0.0006,0.04285,0.0,381.100011,381.100011,381.100011
8076,8077,190184,GROOM_3_2,190183,GROOM_3_1,1,Closed,Transformer,YES,0.00037,0.02277,0.0,381.200004,381.200004,381.200004
8077,8078,220160,ODESSA_19_1,220162,ODESSA_19_3,1,Closed,Transformer,YES,0.00066,0.03998,0.0,381.399989,381.399989,381.399989
8078,8079,240286,HASKELL_2_1,240288,HASKELL_2_3,1,Closed,Transformer,YES,0.0006,0.033819999999999996,0.0,381.900001,381.900001,381.900001
8079,8080,150434,GORDON_3_1,150438,GORDON_3_5,1,Closed,Transformer,YES,0.00042,0.02665,0.0,382.10001,382.10001,382.10001
8080,8081,150532,MINGUS_4_1,150534,MINGUS_4_3,1,Closed,Transformer,YES,0.00044,0.01937,0.0,382.59999799999997,382.59999799999997,382.59999799999997
8081,8082,170515,LEWISVILLE_3_1,170543,LEWISVILLE_4_1,2,Closed,Line,NO,0.0017800000000000001,0.00759,0.011340000000000001,382.69999,382.69999,382.69999
8082,8083,170515,LEWISVILLE_3_1,170543,LEWISVILLE_4_1,1,Closed,Line,NO,0.0017800000000000001,0.00759,0.011340000000000001,382.69999,382.69999,382.69999
8083,8084,150460,JOSHUA_7_1,150463,JOSHUA_7_4,1,Closed,Transformer,YES,0.00045999999999999996,0.0231,0.0,382.69999,382.69999,382.69999
8084,8085,111359,CLUTE_7_1,111360,CLUTE_7_2,1,Closed,Transformer,YES,0.0016,0.047510000000000004,0.0,382.800007,382.800007,382.800007
8085,8086,120448,PEARSALL_6_2,120447,PEARSALL_6_1,1,Closed,Transformer,YES,0.0004,0.023459999999999998,0.0,382.800007,382.800007,382.800007
8086,8087,150434,GORDON_3_1,150436,GORDON_3_3,1,Closed,Transformer,YES,0.00072,0.041460000000000004,0.0,382.800007,382.800007,382.800007
8087,8088,150434,GORDON_3_1,150435,GORDON_3_2,1,Closed,Transformer,YES,0.00059,0.03621,0.0,383.100009,383.100009,383.100009
8088,8089,111279,TEXAS_CITY_7_1,111283,TEXAS_CITY_7_5,1,Closed,Transformer,YES,0.00105,0.04085,0.0,383.200002,383.200002,383.200002
